                    MONTHLY CLIMATOLOGICAL SUMMARY for JUL. 2023                    
                                                                                    
NAME: Lindos         ELEV: 45   m     LAT: 36deg 06min     LONG: 28deg 06min
                                                                                   
                 TEMPERATURE (`C), RAIN  (mm), WIND SPEED (km/hr)                  
                                                                                   
                                                           AVG                     
     MEAN                                MAX  MIN         WIND                  DOM
DAY  TEMP  HIGH    TIME   LOW    TIME     RH   RH  RAIN  SPEED   HIGH    TIME   DIR
-----------------------------------------------------------------------------------
01   29.6  34.5   15:20  26.4   06:00     48   24   0.0   13.7   46.7   03:10   NNW
02   28.7  32.4   14:30  25.1   00:00     82   26   0.0    7.4   27.4   01:20    SE
03   26.1  28.4   13:10  24.1   04:30     87   75   0.0    6.8   25.7   03:10   SSE
04   27.1  30.6   16:50  24.2   06:30     81   59   0.0    6.6   24.1   11:50   SSE
05   28.3  31.7   13:10  25.6   06:00     80   52   0.0    3.0   16.1   14:20   SSE
06   29.2  33.7   16:50  26.8   02:50     70   49   0.0    6.1   27.4   23:10   SSE
07   32.3  37.1   12:30  26.4   05:10     71   28   0.0   18.6   51.5   21:20   NNW
08   31.0  34.7   13:20  28.3   06:00     54   34   0.0   26.3   66.0   19:30   NNW
09   29.0  32.9   14:00  26.1   06:30     51   32   0.0   28.7   64.4   08:50   NNW
10   30.2  35.1   15:50  25.4   06:20     49   21   0.0   23.1   51.5   16:20   NNW
11   29.2  33.1   13:00  26.1   23:30     62   25   0.0   14.1   40.2   10:00   NNW
12   30.0  34.4   19:00  24.2   02:10     80   25   0.0    7.2   27.4   16:50   NNW
13   32.2  37.5   18:30  25.9   01:50     78   27   0.0    5.9   25.7   15:30   NNW
14   34.0  38.2   17:10  27.9   04:20     73   20   0.0    7.4   22.5   07:00   NNW
15   36.8  42.7   17:20  29.1   01:40     64   15   0.0   11.4   38.6   23:00   NNW
16   34.9  38.4   11:40  29.9   23:30     62   26   0.0   10.8   37.0   00:10   NNW
17   33.3  38.3   18:10  28.4   02:30     63   24   0.0    6.0   27.4   14:20   SSE
18   32.3  36.2   16:00  28.7   04:10     75   26   0.0    6.2   24.1   15:00    SE
19   32.8  36.6   17:30  28.3   02:20     71   18   0.0    7.4   27.4   18:00   NNW
20   31.8  36.6   18:20  28.4   03:00     72   25   0.0    6.4   25.7   14:30   NNW
21   35.5  40.8   17:40  28.4   04:50     71   21   0.0   11.4   45.1   21:10   NNW
22   36.3  40.9   14:40  31.8   06:40     41   20   0.0   22.8   53.1   21:10   NNW
23   37.2  42.7   14:30  33.6   06:20     32   15   0.0   21.7   49.9   18:40   NNW
24   34.6  38.4   14:10  31.6   22:30     45   21   0.0   26.9   64.4   12:10   NNW
25   34.5  39.7   15:40  29.4   06:10     47   17   0.0   21.7   49.9   00:10   NNW
26   34.5  38.9   18:50  29.1   22:10     79   18   0.0   11.0   33.8   00:40   NNW
27   30.7  33.9   18:30  27.7   06:10     77   29   0.0    7.5   38.6   19:20   NNW
28   31.9  37.2   16:00  27.7   06:30     52   22   0.0   18.3   46.7   22:40   NNW
29   32.5  37.6   16:10  28.4   05:30     42   18   0.0   19.1   45.1   02:00   NNW
30   32.5  35.6   17:00  30.2   08:00     54   25   0.0   11.4   41.8   06:30   SSE
31   31.1  34.1   14:50  28.4   00:00     79   29   0.0    5.0   20.9   04:30   SSE
-----------------------------------------------------------------------------------
     31.9  42.7      15  24.1       3   64.3 27.9   0.0   12.9   66.0       8   NNW
